id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
9.90742E+17,https://twitter.com/texasgirl3629/status/990742300581093376,Sun Apr 29 23:59:06 +0000 2018,2018-04-29 23:59:06+00:00,texasgirl3629,@michelleisawolf @michelleisawolf were you really arrested for beastiality in 2015?? explains your twitter handle.MULTIPLE DOGS?? wow disgusting.. #maga #whcd #SarahSanders #qanon #KanyeWest,reply,,maga whcd SarahSanders qanon KanyeWest,,,2,michelleisawolf,9.9061E+17,267856525,en,,,2,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",7.03073E+17,Fri Feb 26 04:22:31 +0000 2016,FALSE,Proud Chefs wife. Proud mother of 4 MAGA Patriot !!!!,8780,782,784,7,United States,chefwife75,17340,Central Time (US & Canada),,FALSE
9.90742E+17,https://twitter.com/VincyBrit2010/status/990742241244102656,Sun Apr 29 23:58:52 +0000 2018,2018-04-29 23:58:52+00:00,VincyBrit2010,@michelleisawolf just looked u up on #Wikipedia and realized #WHCD MC took your intro from wiki.,original,,Wikipedia WHCD,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1519379820,Sat Jun 15 13:24:57 +0000 2013,FALSE,,306,27,57,4,,Gladiator,2736,,,FALSE
9.90742E+17,https://twitter.com/GabriHella86/status/990742236437630976,Sun Apr 29 23:58:50 +0000 2018,2018-04-29 23:58:50+00:00,GabriHella86,@michelleisawolf  🎤🎵 Did you ever know that you're my herooooo you're everything I wish I could beeeee 🎤🎵🎶 #WHCD #WindBeneathMyWings #Truth https://t.co/QdsW1MSV8T,original,,WHCD WindBeneathMyWings Truth,https://twitter.com/GabriHella86/status/990742236437630976/photo/1,,0,michelleisawolf,,267856525,en,"Chicago, IL",FALSE,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2288799955,Sun Jan 12 23:16:52 +0000 2014,FALSE,"Mom🕺, Nurse🏥, and Gaga 🦄💜💛💚💙",1117,121,475,4,"Chicago, IL",Gabriela Serratos,1737,,,FALSE
9.90742E+17,https://twitter.com/rohorific/status/990742039879962625,Sun Apr 29 23:58:04 +0000 2018,2018-04-29 23:58:04+00:00,rohorific,"@michelleisawolf is the next #KathyGriffin.   She wasn't funny in the first place, but when she can't find work she is going to scream and cry that #TrumpSupporters bullied her.   

#WHCD #WHCADinner",original,,KathyGriffin TrumpSupporters WHCD WHCADinner,,,1,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",189613463,Sat Sep 11 19:05:54 +0000 2010,FALSE,"Put me in front of a guitar and give me a cold beer and i'll be just fine, thank you.",1153,131,179,0,United States,Whiskey Pete,1147,Central Time (US & Canada),,FALSE
9.90742E+17,https://twitter.com/peppermint65/status/990741604326608896,Sun Apr 29 23:56:20 +0000 2018,2018-04-29 23:56:20+00:00,peppermint65,@michelleisawolf The evening reads like an episode of “Laverne &amp; Shirley.” Shirley loses the #WHCD budget in a poker game so Laverne dresses up in an ugly wig and costume to save the day as a “stand in” Comic 🤣only Laverne’s tossed back a,reply,,WHCD,,,0,michelleisawolf,9.9061E+17,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",97710941,Fri Dec 18 17:24:00 +0000 2009,FALSE,#IamSavedbyGrace #CarolinaGamecock 🎓#CoastalChanticleer 🎓#MilitaryBrat 🌎 #LMSW ✨”If you get lost you can always be found.”,20853,240,430,6,"South Carolina, USA",🇺🇸Pebs 😎🤓🤩🤪,3768,Central Time (US & Canada),,FALSE
9.90741E+17,https://twitter.com/Kflippinpelli/status/990741384809402368,Sun Apr 29 23:55:27 +0000 2018,2018-04-29 23:55:27+00:00,Kflippinpelli,"@michelleisawolf It was not funny. Not even remotely.  There was nothing fun about it. Just you basically throwing all your unhinged hatred out there. Unfortunately for you, Sarah has too much class and intelligence for nonsense and came out on top. The r",reply,,WHCD,,,0,michelleisawolf,9.9061E+17,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3094533654,Tue Mar 17 22:50:28 +0000 2015,FALSE,"wife, mom, business owner",1032,26,137,1,"Wisconsin, USA",Kathleen,2284,,,FALSE
9.90741E+17,https://twitter.com/No_FoxGiven/status/990741357823217664,Sun Apr 29 23:55:21 +0000 2018,2018-04-29 23:55:21+00:00,No_FoxGiven,"RT @RealSlimSupreme: @michelleisawolf roasted by her clone 

#WHCD 
#WHCD2018
#WHCADinner
@GovMikeHuckabee 
@PressSec 
@realDonaldTrump 
@0…",retweet,,WHCD WHCD2018 WHCADinner,,,0,,,,en,,,31,9.90711E+17,RealSlimSupreme,9.42983E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.89635E+17,Thu Apr 26 22:38:08 +0000 2018,FALSE,Sunshine mixed with a little hurricane #MAGA #BackTheBlue #Trump2020,175,74,181,0,,Melly 🦊,66,,,FALSE
9.90741E+17,https://twitter.com/inakfish/status/990741253519237120,Sun Apr 29 23:54:56 +0000 2018,2018-04-29 23:54:56+00:00,inakfish,RT @Dr_JMink: @michelleisawolf Trump is rockin the Presidency like no one ever! #MAGA #kag #WHCD #TrumpRally #Change4Better #Israel #Noko #…,retweet,,MAGA kag WHCD TrumpRally Change4Better Israel Noko,,,0,,,,en,,,3,9.90738E+17,Dr_JMink,207752482,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",39637072,Wed May 13 00:13:12 +0000 2009,TRUE,,3858,257,435,1,,Duke Pistokache,3384,,,FALSE
9.90741E+17,https://twitter.com/hallmarkm1/status/990741252122476544,Sun Apr 29 23:54:56 +0000 2018,2018-04-29 23:54:56+00:00,hallmarkm1,RT @SawyerBrittain: @michelleisawolf I’m happy you turned my 3 daughters into solid @realDonaldTrump #MAGA supporters in 15 minutes of your…,retweet,,MAGA,,,0,,,,en,,,3,9.90634E+17,SawyerBrittain,7.93985E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3251856613,Sun Jun 21 16:22:37 +0000 2015,FALSE,Concerned US citizen,36004,682,403,47,"Missouri, USA",mhallmark,36566,Pacific Time (US & Canada),,FALSE
9.90741E+17,https://twitter.com/indieray2/status/990740740128104449,Sun Apr 29 23:52:54 +0000 2018,2018-04-29 23:52:54+00:00,indieray2,@michelleisawolf W.olf H.unted C.ONservatives D.OWNSSS #WHCD Laugh theeFUX out LOUDSSS! &amp; #followed,original,,WHCD followed,,,0,michelleisawolf,,267856525,en,"South Carolina, USA",,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.29954E+17,Mon Nov 13 06:08:37 +0000 2017,FALSE,"In nursing over 30 yrs #ACA, Donald Trump is a Russian Manchurian Candidate we must work2 #RepealAndReplace HIM. He's not my President but he is my PresiDONT!!",18840,1936,2193,10,,Nasty Indie Obama RESIST Trump$ punkass ALLfknDAY!,24385,,,FALSE
9.90741E+17,https://twitter.com/LCovfefe/status/990740708125487104,Sun Apr 29 23:52:46 +0000 2018,2018-04-29 23:52:46+00:00,LCovfefe,"@michelleisawolf #MichelleWolf 
#WHCD #NetflixStar 
#WHCD2018 #WHCADinner https://t.co/mAjpK2nK1E",quote,,MichelleWolf WHCD NetflixStar WHCD2018 WHCADinner,,https://twitter.com/realjameswoods/status/990695779428806656,0,michelleisawolf,,267856525,und,,FALSE,0,9.90696E+17,RealJamesWoods,78523300,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8.1664E+17,Wed Jan 04 13:36:58 +0000 2017,FALSE,Independent Conservative - Anti socialist,11370,150,399,0,America 🇺🇸,Lincoln Conservative,2139,,,FALSE
9.9074E+17,https://twitter.com/MaberryKara/status/990740305489035264,Sun Apr 29 23:51:10 +0000 2018,2018-04-29 23:51:10+00:00,MaberryKara,@michelleisawolf You were F-ING Awesome!!! And what’s terrible is the FACT that people Don’t understand WHAT U Were Doing!! #WHCD,reply,,WHCD,,,0,michelleisawolf,9.9061E+17,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",860825714,Thu Oct 04 03:59:26 +0000 2012,FALSE,1st a Mom! 2nd I'm an INDEPENDENT now living in ME AFTER I HAD to leave the GOP party 🤬🙏🏼 😺🤩🧝🏻‍♀️ 🇺🇸 🇩🇪,12196,271,817,6,"Maine, USA",Kara B.,11705,,,FALSE
9.9074E+17,https://twitter.com/copyqueen1127/status/990740227596709888,Sun Apr 29 23:50:51 +0000 2018,2018-04-29 23:50:51+00:00,copyqueen1127,RT @blp3: @michelleisawolf @netflix #Boycott @michelleisawolf  @netflix and “The Break With Michelle Wolf”. Do not support this nasty woman…,retweet,,Boycott,,,0,,,,en,,,11,9.90569E+17,blp3,14189931,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",32632140,Fri Apr 17 22:36:25 +0000 2009,FALSE,,36446,797,1483,6,Philly Pa,Ptkidd,26728,Central Time (US & Canada),,FALSE
9.9074E+17,https://twitter.com/JoanneFMJ/status/990740114983698432,Sun Apr 29 23:50:25 +0000 2018,2018-04-29 23:50:25+00:00,JoanneFMJ,@michelleisawolf You were fearless &amp; fierce in your assessments &amp; I liked most of your jokes.  Thank you.  #WHCD,reply,,WHCD,,,0,michelleisawolf,9.90433E+17,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",45816767,Tue Jun 09 11:29:02 +0000 2009,FALSE,immigrant feminist politically engaged.,28405,692,689,88,Australia,Joanne J,29674,Sydney,,FALSE
9.9074E+17,https://twitter.com/ThiaMedia/status/990740061212692480,Sun Apr 29 23:50:12 +0000 2018,2018-04-29 23:50:12+00:00,ThiaMedia,RT @Dr_JMink: @michelleisawolf Trump is rockin the Presidency like no one ever! #MAGA #kag #WHCD #TrumpRally #Change4Better #Israel #Noko #…,retweet,,MAGA kag WHCD TrumpRally Change4Better Israel Noko,,,0,,,,en,,,3,9.90738E+17,Dr_JMink,207752482,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1976138702,Sun Oct 20 19:19:04 +0000 2013,FALSE,"Producer Director Cinematographer 
Electronics Designer Musician
Truthseeker
#QAnon

https://t.co/9R46MPI4Bm
https://t.co/WtHGKB2d5K",32578,3090,4939,2,"Los Angeles, CA",Cynthia Webster,23248,,,FALSE
9.9074E+17,https://twitter.com/Suma4720/status/990740044112637952,Sun Apr 29 23:50:08 +0000 2018,2018-04-29 23:50:08+00:00,Suma4720,RT @InequalityIsBad: @michelleisawolf @joblackwood3 #WHCD I agree that the media talking heads were shocked at being called for being respo…,retweet,,WHCD,,,0,,,,en,,,2,9.9067E+17,InequalityIsBad,57803124,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",90280824,Mon Nov 16 00:11:44 +0000 2009,FALSE,"IMO Libertarians & Republicans share the same Ideology as White Supremacist, KKK & NAZIS. Whereas they BLATANTLY Voice Their HATE Libertarians & GOP are Low Key",87430,6537,7193,308,,Suma4720,256193,,,FALSE
9.90739E+17,https://twitter.com/davidawilkes/status/990739430519517185,Sun Apr 29 23:47:41 +0000 2018,2018-04-29 23:47:41+00:00,davidawilkes,"@michelleisawolf don’t let the haters get you down, you did your thing at the #WHCD.  Trump has definitely said far worse, people need to have some perspective",original,,WHCD,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4756781219,Sat Jan 09 18:29:59 +0000 2016,FALSE,,89,1,24,0,"New York, USA",David W,196,,,FALSE
9.90739E+17,https://twitter.com/DannyNflfreak/status/990739392347234309,Sun Apr 29 23:47:32 +0000 2018,2018-04-29 23:47:32+00:00,DannyNflfreak,RT @blp3: @michelleisawolf @netflix #Boycott @michelleisawolf  @netflix and “The Break With Michelle Wolf”. Do not support this nasty woman…,retweet,,Boycott,,,0,,,,en,,,11,9.90569E+17,blp3,14189931,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1732659349,Thu Sep 05 17:55:50 +0000 2013,FALSE,NFL fan just loving the view on Twitter!,10405,892,3396,29,,Danny Patterson,31556,Atlantic Time (Canada),,FALSE
9.90739E+17,https://twitter.com/richardkallus/status/990739373313478656,Sun Apr 29 23:47:28 +0000 2018,2018-04-29 23:47:28+00:00,richardkallus,@michelleisawolf's career will start being compared to @StephenAtHome's fairly or unfairly as they both hosted a #WHCD that went unpopular in the administration but popular around the country right before they started hosting their own shows @NetflixIsAJo,original,,WHCD,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",173009187,Sat Jul 31 05:00:29 +0000 2010,FALSE,"Richard Kallus. 210 lbs. mostly made up of love. 5'11. Enjoys movies, tv, books, and laughing. What's it to you?",3995,306,621,5,"Chicago, IL",(((Richard Kallus with blue checkmark))),1096,Quito,,FALSE
9.90739E+17,https://twitter.com/javaSquared/status/990739266979487744,Sun Apr 29 23:47:02 +0000 2018,2018-04-29 23:47:02+00:00,javaSquared,@michelleisawolf I see that for some unfathomable reason you’re getting shade thrown at you for your INCREDIBLE remarks at the #WHCD so I just wanna know that you hit the nail on the head and are amazing all-around. Keep doing you 👏🏻,original,,WHCD,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",389838882,Thu Oct 13 02:19:25 +0000 2011,FALSE,Perpetually excited about all the things. Especially NaNoWriMo.,1391,97,206,0,NYC/Pittsburgh,Juliet,710,,,FALSE
9.90739E+17,https://twitter.com/gouda25/status/990739266601861120,Sun Apr 29 23:47:02 +0000 2018,2018-04-29 23:47:02+00:00,gouda25,@michelleisawolf I see you're still recovering from that bottle of jack D you had at the #WHCD. #NOMORALHIGHGROUNDFORYOU,reply,,WHCD NOMORALHIGHGROUNDFORYOU,,,0,michelleisawolf,8.91042E+17,267856525,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",49645163,Mon Jun 22 14:33:20 +0000 2009,FALSE,"Network Engineer, die hard Packer fan, amateur photographer, guitar player and all around good guy.",1363,39,183,2,"San Jose, CA",Jason Casler,401,,http://www.jasoncaslerphotography.com,FALSE
9.90739E+17,https://twitter.com/MarissaHatesMe/status/990739219588009984,Sun Apr 29 23:46:51 +0000 2018,2018-04-29 23:46:51+00:00,MarissaHatesMe,@michelleisawolf slayed at the #WHCD!,original,,WHCD,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",459810893,Tue Jan 10 02:37:15 +0000 2012,FALSE,"there's a lot of pretty girls, but a Queen better know shit 23.",16470,869,574,8,TX,Marissa,62505,Eastern Time (US & Canada),,FALSE
9.90739E+17,https://twitter.com/purchgdss/status/990739115313369093,Sun Apr 29 23:46:26 +0000 2018,2018-04-29 23:46:26+00:00,purchgdss,@michelleisawolf Truth to power #WHCD . Excellent roasting of all the suck ups regardless of party and politics.👍🏼,original,,WHCD,,,1,michelleisawolf,,267856525,en,,,0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",2526063728,Mon May 26 23:19:37 +0000 2014,TRUE,,677,5,59,0,,Christina Pierce,118,,,FALSE
9.90739E+17,https://twitter.com/zeebap2/status/990739093695873025,Sun Apr 29 23:46:21 +0000 2018,2018-04-29 23:46:21+00:00,zeebap2,"RT @asmithfilms: @michelleisawolf Did #MichelleWolf go too far? 
Vote and Share! 
#WHCD #Trump #SarahHuckabeeSanders #MAGA #TheResistance #…",retweet,,MichelleWolf WHCD Trump SarahHuckabeeSanders MAGA TheResistance,,,0,,,,en,,,10,9.90678E+17,asmithfilms,31148491,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.76049E+17,Wed Sep 14 13:25:50 +0000 2016,FALSE,"Hopefully 2018 will be a New Era. #Resistance No LM/CT/Scooby, Bros or trumpster. My timeline, my choice! No lists! #MarchForOurLives",212119,8500,6786,36,,#BlueWave2018🌊❄🍷😇😈,126836,Pacific Time (US & Canada),,FALSE
9.90739E+17,https://twitter.com/Gloretired/status/990738789952901120,Sun Apr 29 23:45:09 +0000 2018,2018-04-29 23:45:09+00:00,Gloretired,"@michelleisawolf Here's you next opening line...

How bout that #WHCD....",original,,WHCD,,,1,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",423727716,Mon Nov 28 21:29:07 +0000 2011,FALSE,I'll take you seriously when you stand up and VOTE! 2014 Retired Judicial Marshal,47396,1853,2168,86,,Gloria Marion,82996,,,FALSE
9.90739E+17,https://twitter.com/KimDerstine/status/990738703445348353,Sun Apr 29 23:44:48 +0000 2018,2018-04-29 23:44:48+00:00,KimDerstine,"RT @emurselo: @michelleisawolf You spoke truth to power at the #WHCD, thank you.",retweet,,WHCD,,,0,,,,en,,,1,9.90738E+17,emurselo,798422700,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",33002327,Sat Apr 18 20:31:08 +0000 2009,FALSE,Everything is temporary ~  Opportunities are fleeting ☮️ Loyal,743,466,1061,23,,Kim,1793,Quito,,FALSE
9.90739E+17,https://twitter.com/renomarky/status/990738569248600071,Sun Apr 29 23:44:16 +0000 2018,2018-04-29 23:44:16+00:00,renomarky,"@michelleisawolf is absolutely positively no @therealroseanne 
EXCLAMATION POINT

#WHCD supposed to be about D.C. taking a night off from attacking each other

Now the ruthless left now uses #WHCD as a weapon just like they used the IRS FBI DOJ in the Oba",original,,WHCD WHCD,,,1,michelleisawolf,,267856525,en,,,3,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2748582465,Thu Aug 21 00:56:17 +0000 2014,FALSE,The Current Undefeated Undisputed Racebaiting Champion Of The World. This Is CNN //////  #Trump2020 #BuildTheWall #CNNPOS,36368,17942,16345,257,"36. 1699° N, 115.13° W",CNN PIECE OF SH💩T ◾,84958,,,FALSE
9.90738E+17,https://twitter.com/BluProductions/status/990738470640476160,Sun Apr 29 23:43:53 +0000 2018,2018-04-29 23:43:53+00:00,BluProductions,@michelleisawolf please never apologize for the #WHCD if you do it will only emboldened those who would pull you down.,original,,WHCD,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",185021880,Tue Aug 31 01:38:29 +0000 2010,FALSE,"He who controls the remote, controls life itself.
Opinions do not reflect Malcolm Marks",127,40,346,1,"Houston, TX",Malcolm Marks,8070,Mountain Time (US & Canada),,FALSE
9.90738E+17,https://twitter.com/SirenOfSanity/status/990738467733889024,Sun Apr 29 23:43:52 +0000 2018,2018-04-29 23:43:52+00:00,SirenOfSanity,"RT @RealSlimSupreme: @michelleisawolf roasted by her clone 

#WHCD 
#WHCD2018
#WHCADinner
@GovMikeHuckabee 
@PressSec 
@realDonaldTrump 
@0…",retweet,,WHCD WHCD2018 WHCADinner,,,0,,,,en,,,31,9.90711E+17,RealSlimSupreme,9.42983E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",7.13555E+17,Sat Mar 26 02:34:25 +0000 2016,FALSE,"Veteran, Gold Star Mom, Business Owner, Ex-Democrat For Trump, Christian. If you don't want to #MAGA get the hell out of the way",49955,759,408,77,USA,Q Sent Us,55300,Pacific Time (US & Canada),,FALSE
9.90738E+17,https://twitter.com/machinecore010/status/990738399744221185,Sun Apr 29 23:43:36 +0000 2018,2018-04-29 23:43:36+00:00,machinecore010,@michelleisawolf You did great. Don’t get sucked into the #conservative universe fake controversy. You spoke truth to power and made us laugh at the same time. Well done! #TrumpUniverse #Snowflakes #WHCD,original,,conservative TrumpUniverse Snowflakes WHCD,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",524775262,Wed Mar 14 22:04:54 +0000 2012,FALSE,Art. Politics. CBC listener. Privacy matters. Retweets mean many things. This account started as an art project. Seriously it did. Not sure what it is now.,13947,314,1340,16,,MachineCore,9034,,,FALSE
9.90738E+17,https://twitter.com/Dr_JMink/status/990738324028440576,Sun Apr 29 23:43:18 +0000 2018,2018-04-29 23:43:18+00:00,Dr_JMink,@michelleisawolf Trump is rockin the Presidency like no one ever! #MAGA #kag #WHCD #TrumpRally #Change4Better #Israel #Noko #Qanon #WHCADinner,reply,,MAGA kag WHCD TrumpRally Change4Better Israel Noko Qanon WHCADinner,,,19,michelleisawolf,9.90433E+17,267856525,en,,,3,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",207752482,Mon Oct 25 23:48:27 +0000 2010,FALSE,"#Mom 👦
#DogLover 🐶
#ConcernedAmerican
#ProudAmerican 🇱🇷
#Entrepreneur 🌐
#ButterflyLover 🦋
And, yes, #PhD! 😎
🌹🌹🌹🌹🌹🌹",4612,1099,1991,25,🇱🇷 United States,"Think Mink, PhD",8479,Pacific Time (US & Canada),,FALSE
9.90738E+17,https://twitter.com/tmpislive/status/990738262909161472,Sun Apr 29 23:43:03 +0000 2018,2018-04-29 23:43:03+00:00,tmpislive,@michelleisawolf @PressSec is a gov employee&amp;working mom not a politician.If U met her with her kids would Usay those horrible things 2her face in front of her kids?If not target politicians-there are plenty to 🎯. As 👩🏼we need to not bully ot,original,,GirlPower WHCD FoxNews,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",739418282,Sun Aug 05 23:16:11 +0000 2012,FALSE,#StandWithIsrael Be positive that things are better today than yesterday! proud working mother & Navy wife! #BuildKatesWall #MAGA #SethRich #NoLists=blocked,2404,209,341,0,,T is live❤️🇺🇸MAGA🇺🇸🦅🍀❤️,1837,,,FALSE
9.90738E+17,https://twitter.com/emurselo/status/990738236833222657,Sun Apr 29 23:42:57 +0000 2018,2018-04-29 23:42:57+00:00,emurselo,"@michelleisawolf You spoke truth to power at the #WHCD, thank you.",original,,WHCD,,,1,michelleisawolf,,267856525,en,,,1,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",798422700,Sun Sep 02 14:59:06 +0000 2012,FALSE,Offering the best of both sides of the Atlantic since 1990.,9,9,81,0,"St. Louis, MO, U.S.A.",Eldar Murselovic,727,Central Time (US & Canada),,FALSE
9.90738E+17,https://twitter.com/MamadubsX3/status/990738182303027202,Sun Apr 29 23:42:44 +0000 2018,2018-04-29 23:42:44+00:00,MamadubsX3,@michelleisawolf you did say some mean things last night like Flint doesn’t have clean water...STILL... but hey hey the Smokey eye is offensive at least @PressSec has clean water to wash off the lies I mean eye makeup...🤷🏾‍♀️ #WHCD,original,,WHCD,,,0,michelleisawolf,,267856525,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",35402518,Sun Apr 26 04:29:26 +0000 2009,FALSE,Die hard cowboy fan no I didn't hit my head...greatness recognizes greatness! love my hubby my kids God and the Cowboys! How bout dem boys!!,475,169,768,4,"Arlington, VA",vanessa sheppard,2001,,,FALSE
9.90738E+17,https://twitter.com/YusefforPeace/status/990738047028334592,Sun Apr 29 23:42:12 +0000 2018,2018-04-29 23:42:12+00:00,YusefforPeace,RT @honestpotus16: @michelleisawolf @michelleisawolf did nothing wrong. That’s what she does! Shock comedy. The #WHCD should’ve never invit…,retweet,,WHCD,,,0,,,,en,,,2,9.9068E+17,honestpotus16,9.20019E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",752552658,Sun Aug 12 05:48:53 +0000 2012,FALSE,"and you will know the truth, and the truth will make you free. (John 8:32 NASB)",7403,1468,1679,57, GA,Yusef,40835,Eastern Time (US & Canada),,FALSE
9.90738E+17,https://twitter.com/Steve_Gregory82/status/990737886541737984,Sun Apr 29 23:41:33 +0000 2018,2018-04-29 23:41:33+00:00,Steve_Gregory82,RT @blp3: @michelleisawolf @netflix #Boycott @michelleisawolf  @netflix and “The Break With Michelle Wolf”. Do not support this nasty woman…,retweet,,Boycott,,,0,,,,en,,,11,9.90569E+17,blp3,14189931,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",238962950,Sun Jan 16 13:13:23 +0000 2011,FALSE,"Work hard,play hard . Like to travel and listen to music.   MAGA in 2018",53284,1871,4997,112,United States of America,Hardbody500,67537,Atlantic Time (Canada),,FALSE
9.90738E+17,https://twitter.com/MsCroal/status/990737667016069120,Sun Apr 29 23:40:41 +0000 2018,2018-04-29 23:40:41+00:00,MsCroal,"@michelleisawolf The dotard's comments that his hypocrites have no problem with. ""Crooked Hillary"" "" little Marco"" ""Low energy Jeb"" ""Mr Magoo"" ""Rocket man"" ""Lying Ted"" ""Grab them by the pussy"" ""I wanted to fuck her"" I moved on her like a bitch"" I don't ha",reply,,WHCD,https://twitter.com/MsCroal/status/990737667016069120/photo/1,,0,michelleisawolf,9.9061E+17,267856525,en,,FALSE,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",268998600,Sat Mar 19 22:24:59 +0000 2011,FALSE,Resisting mentally deranged U.S. dotard pres-idiot @realDonaldTrump,6840,977,949,1,,MademoiselleCroal,10657,Eastern Time (US & Canada),,FALSE
9.90738E+17,https://twitter.com/BigOlPuma/status/990737609692471296,Sun Apr 29 23:40:27 +0000 2018,2018-04-29 23:40:27+00:00,BigOlPuma,@michelleisawolf You are so funny and I loved the #WHCD . You are an artist.,reply,,WHCD,,,0,michelleisawolf,9.90433E+17,267856525,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",9.42795E+17,Mon Dec 18 16:34:45 +0000 2017,FALSE,"American, Independent and against Treason.",6889,24,73,0,,Big Ol Puma,3293,,,FALSE
9.90738E+17,https://twitter.com/karende83191068/status/990737524078198785,Sun Apr 29 23:40:07 +0000 2018,2018-04-29 23:40:07+00:00,karende83191068,@michelleisawolf   Brilliantly done &amp; not lost on me.  We hear that's not what was said everytime there is a #PressBriefing   I heard you say Burn Facts ⚘#WHCD https://t.co/qixM157i2P,original,,PressBriefing WHCD,https://twitter.com/karende83191068/status/990737524078198785/photo/1,,0,michelleisawolf,,267856525,en,,FALSE,0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.63109E+17,Tue Aug 09 20:27:10 +0000 2016,FALSE,,9931,140,216,0,,Littlewing,2260,,,FALSE
